sha,filename,url,lines,title,comment,priority,category,additional,id,private
"5411d66599a9ef3c30e8b7baeba20d31123482aa","\0 - Framework artigo Parapiqueria.Rmd","","1226:0-1262:3","Remove","O gráfico agora é feito com base na probabilidade de extinção, não mais na probabilidade de persistência!!!! \n\nCom isso esse trecho não é mais necessário!\n\n","3","Performance","#Todo; #Cleaning; #Performance; #Workfflow","39af3086-30c5-4168-9852-b1024824791e","0"
